set,axis,stratum,unit,convention,n,n_pairs,n_solutes,n_solvents,n_sources,sources,top_source,top_source_share_of_stratum_squared_error,share_of_squared_error,mse,b_insuff_up,margin,P_boot,margin_ci90_lo,margin_ci90_hi,ci90_excludes_zero,test_a_boundable,loso_testable,loso_n_deletions,loso_n_undefined,loso_n_leaving_unboundable,loso_margin_min,loso_margin_max,loso_worst_source,loso_worst_margin,loso_worst_n_remaining,test_b_sign_survives_loso,test_b_strict_remainder_boundable,admissible_this_cell,admissible_this_cell_strict,cells_reported,cells_admissible,cells_admissible_strict,admissible_in_every_cell,admissible_in_every_cell_strict,direction,licenses,reason_not_admissible
broad_477,solvent_class_x_solute_role,nh_protic | organic_solute,pair,full,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.5623,0.1771,1.6671,0.4048,0.8575,0.955,0.029,2.814,True,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class_x_solute_role,nh_protic | organic_solute,pair,res,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.6187,0.1361,1.1749,0.2814,0.6122,0.875,-0.29,1.89,False,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class_x_solute_role,nh_protic | organic_solute,row,full,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.5623,0.0604,1.6671,0.4048,0.8575,0.955,0.028,2.783,True,False,True,3,1,3,-0.0213,1.4354,10.1016/j.tca.2012.02.005,-0.0213,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class_x_solute_role,nh_protic | organic_solute,row,res,33,33,21,10,3,10.1016/j.jct.2013.05.006|10.1016/j.tca.2012.02.005|10.1016/j.tca.2015.11.010,10.1016/j.tca.2012.02.005,0.6187,0.0427,1.1749,0.2814,0.6122,0.892,-0.233,1.994,False,False,True,3,1,3,-0.2364,0.8654,10.1016/j.tca.2012.02.005,-0.2364,25.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=33 < 40; 1 of 3 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_class_x_solute_role,water | organic_solute,pair,full,15,15,15,1,3,10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2016.08.030|10.1021/acs.jced.9b00726,10.1021/acs.jced.9b00726,0.622,0.0382,0.7905,,,,,,,False,True,3,3,3,,,,,,False,False,False,False,4,1,1,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15
broad_477,solvent_class_x_solute_role,water | organic_solute,pair,res,15,15,15,1,3,10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2016.08.030|10.1021/acs.jced.9b00726,10.1021/acs.jced.9b00726,0.6906,0.0276,0.5234,,,,,,,False,True,3,3,3,,,,,,False,False,False,False,4,1,1,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15
broad_477,solvent_class_x_solute_role,water | organic_solute,row,full,111,15,15,1,3,10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2016.08.030|10.1021/acs.jced.9b00726,10.1021/acs.jced.9b00726,0.5021,0.1113,0.914,0.1742,0.5655,0.998,0.241,0.951,True,True,True,3,0,0,0.0412,0.7866,10.1016/j.fluid.2015.01.010,0.0412,65.0,True,True,True,True,4,1,1,False,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_class_x_solute_role,water | organic_solute,row,res,111,15,15,1,3,10.1016/j.fluid.2015.01.010|10.1016/j.fluid.2016.08.030|10.1021/acs.jced.9b00726,10.1021/acs.jced.9b00726,0.7457,0.0583,0.4765,0.215,0.0464,0.772,-0.148,0.39,False,True,True,3,0,0,-0.1935,0.2455,10.1021/acs.jced.9b00726,-0.1935,50.0,False,False,False,False,4,1,1,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.fluid.2015.01.010 (+0.046 -> -0.075); 10.1021/acs.jced.9b00726 (+0.046 -> -0.194)
broad_477,solvent_family_fine,aliphatic_hydrocarbon,pair,full,2,2,2,1,2,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005,10.1016/j.jct.2019.05.011,0.9302,0.0001,0.0101,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,aliphatic_hydrocarbon,pair,res,2,2,2,1,2,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005,10.1016/j.jct.2019.05.011,0.8562,0.0001,0.0107,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,aliphatic_hydrocarbon,row,full,2,2,2,1,2,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005,10.1016/j.jct.2019.05.011,0.9302,0.0,0.0101,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,aliphatic_hydrocarbon,row,res,2,2,2,1,2,10.1016/j.jct.2019.05.011|10.1016/j.tca.2012.02.005,10.1016/j.jct.2019.05.011,0.8562,0.0,0.0107,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,amide_NH,pair,full,25,25,20,2,2,10.1016/j.jct.2013.05.006|10.1016/j.tca.2015.11.010,10.1016/j.tca.2015.11.010,0.9162,0.0775,0.9631,0.4922,-0.0213,0.892,-0.132,1.269,False,False,True,2,1,2,0.844,0.844,10.1016/j.jct.2013.05.006,0.844,18.0,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=25 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_family_fine,amide_NH,pair,res,25,25,20,2,2,10.1016/j.jct.2013.05.006|10.1016/j.tca.2015.11.010,10.1016/j.tca.2015.11.010,0.9598,0.0519,0.5913,0.4139,-0.2364,0.768,-0.338,0.758,False,False,True,2,1,2,0.4685,0.4685,10.1016/j.jct.2013.05.006,0.4685,18.0,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=25 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_family_fine,amide_NH,row,full,25,25,20,2,2,10.1016/j.jct.2013.05.006|10.1016/j.tca.2015.11.010,10.1016/j.tca.2015.11.010,0.9162,0.0264,0.9631,0.4922,-0.0213,0.908,-0.136,1.293,False,False,True,2,1,2,0.844,0.844,10.1016/j.jct.2013.05.006,0.844,18.0,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=25 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_family_fine,amide_NH,row,res,25,25,20,2,2,10.1016/j.jct.2013.05.006|10.1016/j.tca.2015.11.010,10.1016/j.tca.2015.11.010,0.9598,0.0163,0.5913,0.4139,-0.2364,0.776,-0.337,0.764,False,False,True,2,1,2,0.4685,0.4685,10.1016/j.jct.2013.05.006,0.4685,18.0,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=25 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable"
broad_477,solvent_family_fine,amine_NH,pair,full,8,8,1,8,1,10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,1.0,0.0996,3.8671,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8
broad_477,solvent_family_fine,amine_NH,pair,res,8,8,1,8,1,10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,1.0,0.0842,2.9986,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8
broad_477,solvent_family_fine,amine_NH,row,full,8,8,1,8,1,10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,1.0,0.0339,3.8671,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8
broad_477,solvent_family_fine,amine_NH,row,res,8,8,1,8,1,10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,1.0,0.0264,2.9986,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8
broad_477,solvent_family_fine,aromatic_hydrocarbon,pair,full,9,9,9,2,2,10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1016/j.tca.2012.02.005,0.577,0.0419,1.4452,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=9 < 40; the fixed cell is undefined at n=9
broad_477,solvent_family_fine,aromatic_hydrocarbon,pair,res,9,9,9,2,2,10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.5518,0.0547,1.7315,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=9 < 40; the fixed cell is undefined at n=9
broad_477,solvent_family_fine,aromatic_hydrocarbon,row,full,14,9,9,2,2,10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.8204,0.0458,2.9843,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=14 < 40; the fixed cell is undefined at n=14
broad_477,solvent_family_fine,aromatic_hydrocarbon,row,res,14,9,9,2,2,10.1016/j.tca.2012.02.005|10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,0.8839,0.0663,4.2968,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=14 < 40; the fixed cell is undefined at n=14
broad_477,solvent_family_fine,aryl_ether,pair,full,2,2,1,2,1,10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,1.0,0.0377,5.8604,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,aryl_ether,pair,res,2,2,1,2,1,10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,1.0,0.0679,9.6759,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,aryl_ether,row,full,13,2,1,2,1,10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,1.0,0.0828,5.8053,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13
broad_477,solvent_family_fine,aryl_ether,row,res,13,2,1,2,1,10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,1.0,0.1373,9.5817,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13
broad_477,solvent_family_fine,azine,pair,full,23,23,20,5,2,10.1016/j.fluid.2016.10.009|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.6114,0.0121,0.1639,0.0714,0.0212,0.759,-0.098,0.245,False,False,True,2,1,2,0.0283,0.0283,10.1016/j.tca.2012.02.005,0.0283,19.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=23 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable"
broad_477,solvent_family_fine,azine,pair,res,23,23,20,5,2,10.1016/j.fluid.2016.10.009|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.5791,0.0077,0.0958,0.0724,-0.049,0.544,-0.149,0.136,False,False,True,2,1,2,-0.0038,-0.0038,10.1016/j.tca.2012.02.005,-0.0038,19.0,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=23 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable"
broad_477,solvent_family_fine,azine,row,full,23,23,20,5,2,10.1016/j.fluid.2016.10.009|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.6114,0.0041,0.1639,0.0714,0.0212,0.759,-0.108,0.252,False,False,True,2,1,2,0.0283,0.0283,10.1016/j.tca.2012.02.005,0.0283,19.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=23 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable"
broad_477,solvent_family_fine,azine,row,res,23,23,20,5,2,10.1016/j.fluid.2016.10.009|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.5791,0.0024,0.0958,0.0724,-0.049,0.522,-0.145,0.139,False,False,True,2,1,2,-0.0038,-0.0038,10.1016/j.tca.2012.02.005,-0.0038,19.0,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=23 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable"
broad_477,solvent_family_fine,ester,pair,full,30,30,30,1,1,10.1016/j.jct.2018.05.003,10.1016/j.jct.2018.05.003,1.0,0.0032,0.0335,0.0404,-0.0474,0.131,-0.077,0.03,False,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; one source publication (10.1016/j.jct.2018.05.003): leave-one-source-out cannot be run, so the sign was never tested"
broad_477,solvent_family_fine,ester,pair,res,30,30,30,1,1,10.1016/j.jct.2018.05.003,10.1016/j.jct.2018.05.003,1.0,0.0045,0.0425,0.049,-0.0555,0.213,-0.085,0.024,False,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; one source publication (10.1016/j.jct.2018.05.003): leave-one-source-out cannot be run, so the sign was never tested"
broad_477,solvent_family_fine,ester,row,full,30,30,30,1,1,10.1016/j.jct.2018.05.003,10.1016/j.jct.2018.05.003,1.0,0.0011,0.0335,0.0404,-0.0474,0.129,-0.078,0.027,False,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; one source publication (10.1016/j.jct.2018.05.003): leave-one-source-out cannot be run, so the sign was never tested"
broad_477,solvent_family_fine,ester,row,res,30,30,30,1,1,10.1016/j.jct.2018.05.003,10.1016/j.jct.2018.05.003,1.0,0.0014,0.0425,0.049,-0.0555,0.211,-0.084,0.027,False,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; one source publication (10.1016/j.jct.2018.05.003): leave-one-source-out cannot be run, so the sign was never tested"
broad_477,solvent_family_fine,glycol_ether,pair,full,43,43,19,4,3,10.1016/j.fluid.2013.06.028|10.1016/j.jct.2016.10.013|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.6359,0.4433,3.2029,0.1329,2.937,1.0,1.986,3.8,True,True,True,3,0,3,2.4073,3.2615,10.1016/j.jct.2016.10.013,2.4073,19.0,True,False,True,False,4,4,2,True,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_family_fine,glycol_ether,pair,res,43,43,19,4,3,10.1016/j.fluid.2013.06.028|10.1016/j.jct.2016.10.013|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.6192,0.439,2.9081,0.1438,2.6204,1.0,1.843,3.298,True,True,True,3,0,3,2.2744,2.9906,10.1016/j.jct.2016.10.013,2.2744,19.0,True,False,True,False,4,4,2,True,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_family_fine,glycol_ether,row,full,182,43,19,4,3,10.1016/j.fluid.2013.06.028|10.1016/j.jct.2016.10.013|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.5515,0.4918,2.4627,0.1161,2.2305,1.0,1.421,3.301,True,True,True,3,0,0,1.668,3.2593,10.1016/j.jct.2016.10.013,1.668,110.0,True,True,True,True,4,4,2,True,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_family_fine,glycol_ether,row,res,182,43,19,4,3,10.1016/j.fluid.2013.06.028|10.1016/j.jct.2016.10.013|10.1021/je020196d,10.1016/j.jct.2016.10.013,0.532,0.4518,2.2518,0.1077,2.0364,1.0,1.266,2.873,True,True,True,3,0,0,1.5971,2.8655,10.1016/j.jct.2016.10.013,1.5971,110.0,True,True,True,True,4,4,2,True,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,
broad_477,solvent_family_fine,halogenated_aliphatic,pair,full,5,5,5,2,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1016/j.fluid.2015.11.037,0.9829,0.0332,2.0652,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=5 < 40; the fixed cell is undefined at n=5
broad_477,solvent_family_fine,halogenated_aliphatic,pair,res,5,5,5,2,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1016/j.fluid.2015.11.037,0.9155,0.0376,2.144,,,,,,,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=5 < 40; the fixed cell is undefined at n=5
broad_477,solvent_family_fine,halogenated_aliphatic,row,full,18,5,5,2,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1016/j.fluid.2015.11.037,0.9786,0.0277,1.401,0.7092,-0.0175,0.81,-0.327,2.373,False,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=18 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1021/acs.jced.7b00114), so the sign is not verifiable"
broad_477,solvent_family_fine,halogenated_aliphatic,row,res,18,5,5,2,2,10.1016/j.fluid.2015.11.037|10.1021/acs.jced.7b00114,10.1016/j.fluid.2015.11.037,0.8658,0.0303,1.5258,0.7092,0.1073,0.866,-0.183,2.332,False,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=18 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1021/acs.jced.7b00114), so the sign is not verifiable"
broad_477,solvent_family_fine,halogenated_aromatic,pair,full,2,2,1,2,1,10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,1.0,0.0358,5.5531,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,halogenated_aromatic,pair,res,2,2,1,2,1,10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,1.0,0.0626,8.9178,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,halogenated_aromatic,row,full,12,2,1,2,1,10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,1.0,0.0754,5.7244,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12
broad_477,solvent_family_fine,halogenated_aromatic,row,res,12,2,1,2,1,10.1021/acs.jced.7b00114,10.1021/acs.jced.7b00114,1.0,0.1208,9.1345,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12
broad_477,solvent_family_fine,ketone_aldehyde,pair,full,2,2,2,1,1,10.1016/j.jct.2015.12.034,10.1016/j.jct.2015.12.034,1.0,0.0043,0.672,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,ketone_aldehyde,pair,res,2,2,2,1,1,10.1016/j.jct.2015.12.034,10.1016/j.jct.2015.12.034,1.0,0.0028,0.4035,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,ketone_aldehyde,row,full,2,2,2,1,1,10.1016/j.jct.2015.12.034,10.1016/j.jct.2015.12.034,1.0,0.0015,0.672,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,ketone_aldehyde,row,res,2,2,2,1,1,10.1016/j.jct.2015.12.034,10.1016/j.jct.2015.12.034,1.0,0.0009,0.4035,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,mono_alcohol,pair,full,17,17,14,4,2,10.1016/j.fluid.2015.11.037|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.8193,0.1727,3.1556,1.8475,-0.5394,0.948,-0.014,5.412,False,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable"
broad_477,solvent_family_fine,mono_alcohol,pair,res,17,17,14,4,2,10.1016/j.fluid.2015.11.037|10.1016/j.tca.2012.02.005,10.1016/j.tca.2012.02.005,0.7913,0.1565,2.6219,1.0186,0.5846,0.94,-0.082,4.356,False,False,True,2,2,2,,,,,,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable"
broad_477,solvent_family_fine,mono_alcohol,row,full,35,17,14,4,2,10.1016/j.fluid.2015.11.037|10.1016/j.tca.2012.02.005,10.1016/j.fluid.2015.11.037,0.508,0.098,2.5525,0.7328,1.0869,0.982,0.386,4.351,True,False,True,2,1,2,2.0429,2.0429,10.1016/j.tca.2012.02.005,2.0429,22.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable"
broad_477,solvent_family_fine,mono_alcohol,row,res,35,17,14,4,2,10.1016/j.fluid.2015.11.037|10.1016/j.tca.2012.02.005,10.1016/j.fluid.2015.11.037,0.5521,0.0868,2.2498,0.733,0.7837,0.974,0.294,3.263,True,False,True,2,1,2,1.9516,1.9516,10.1016/j.tca.2012.02.005,1.9516,22.0,False,False,False,False,4,0,0,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable"
broad_477,solvent_family_fine,nitrile,pair,full,2,2,2,1,1,10.1016/j.jct.2015.12.034,10.1016/j.jct.2015.12.034,1.0,0.0004,0.0552,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,nitrile,pair,res,2,2,2,1,1,10.1016/j.jct.2015.12.034,10.1016/j.jct.2015.12.034,1.0,0.0028,0.3969,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,nitrile,row,full,2,2,2,1,1,10.1016/j.jct.2015.12.034,10.1016/j.jct.2015.12.034,1.0,0.0001,0.0552,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
broad_477,solvent_family_fine,nitrile,row,res,2,2,2,1,1,10.1016/j.jct.2015.12.034,10.1016/j.jct.2015.12.034,1.0,0.0009,0.3969,,,,,,,False,False,1,1,1,,,,,,False,False,False,False,4,0,0,False,False,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2
